cleaned_text,topic_id,topic_confidence,cluster_id,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,comment_id,token_count
langkah konkret demi transparansi kemenkeu berencana mengevaluasi anggaran bgn setiap dua bulan sekali langkah ini diambil untuk memastikan program makan bergizi gratis mbg berjalan dengan tata kelola yang kuat dan anggarannya benarbenar tepat sasaran bagi masyarakat,2,0.9411,36,0.0194,0.0199,0.9411,0.0196,241,17
kementerian keuangan republik indonesia memiliki rencana untuk mengevaluasi penggunaan anggaran bgn setiap bulan sekali sebagai upaya untuk memperkuat tata kelola program makan bergizi gratis agar terwujud pelaksanaan yang semakin baik dan berkualitas sesuai tujuannya,1,0.928,23,0.0236,0.928,0.0243,0.0241,242,15
program makan bergizi gratis mbg di wilayah kelurahan sangkrah kecamatan surakarta secara berkala disosialisasikan dan dievaluasi langsung oleh pemerintah kelurahan beserta instansi terkait,1,0.928,23,0.0236,0.928,0.0243,0.0241,243,15
bisa menabung menghemat uang jajan serta bisa mencoba dan merasakan berbagai macam menu yang belum pernah dicoba sebelumnya adalah beberapa manfaat dari adanya program makan bergizi gratis yang dirasakan oleh anak anak sekolah penerima manfaat mbg,2,0.9411,36,0.0194,0.0199,0.9411,0.0196,244,17
program makan bergizi gratis tetap berjalan maksimal pemerintah melakukan efisiensi pengelolaan anggaran agar lebih tepat sasaran tanpa mengurangi manfaat bagi masyarakat luas,3,0.8704,27,0.0421,0.0442,0.0433,0.8704,245,11
dpr ri mendukung penuh empat langkah efisiensi badan gizi nasional agar program makan bergizi gratis semakin akuntabel dan memberikan manfaat besar bagi anak negeri,0,0.9243,51,0.9243,0.0252,0.0251,0.0254,246,16
badan gizi nasional lakukan efisiensi program makan bergizi gratis melalui jurus jitu guna menghemat anggaran apbn hingga rp triliun,1,0.8041,47,0.0679,0.8041,0.0629,0.0651,247,11
ga sengaja foto eh ada “makan bergizi hak anak indonesia” ini makan bergizi aja kan bukan makan bergizi gratis alias mbg,3,0.7921,28,0.0719,0.0677,0.0683,0.7921,248,10
dukung program makan bergizi gratis mbg untuk anak sekolah amp ibu hamil gizi baik hari ini generasi emas ayo kawal barengbareng ✨,3,0.8601,51,0.0534,0.0437,0.0428,0.8601,249,19
belakangan ini banyak isu beredar kalau efisiensi program makan bergizi gratis mbg bakal bikin porsi makan anakanak berkurang atau gizinya dipotong,1,0.7978,43,0.0645,0.7978,0.0684,0.0693,250,14
pemerintah berkomitmen penuh menjaga kualitas program makan bergizi gratis mbg tetap maksimal,0,0.9671,3,0.9671,0.011,0.011,0.011,251,29
dpr ri setujui langkah efisiensi program makan bergizi gratis mbg langkah ini sukses menghemat anggaran negara hingga rp triliun ​,3,0.9591,21,0.0134,0.0137,0.0137,0.9591,252,27
dpr dukung program makan bergizi gratis lewat efisiensi yang lebih akuntabel dan tepat sasaran,3,0.5321,32,0.0468,0.0434,0.3776,0.5321,253,14
dukung program makan bergizi gratis untuk kebaikan generasi muda,1,0.9219,42,0.0259,0.9219,0.0261,0.0261,254,19
makan bergizi gratis untuk generasi emas indonesia,0,0.6606,31,0.6606,0.295,0.0215,0.0229,255,25
makan bergizi gratis solusi untuk anak lebih sehat fokus dan cerdas mari wujudkan generasi indonesia yang unggul bersama,1,0.8444,32,0.052,0.8444,0.0515,0.0521,256,8
nutrisi terpenuhi prestasi menanti mari kita kawal dan dukung bersama program makan bergizi gratis untuk melihat lebih banyak anak indonesia berprestasi,1,0.4501,50,0.0688,0.4501,0.4136,0.0675,257,7
nutrisi terpenuhi prestasi menanti mari kita kawal dan dukung bersama program makan bergizi gratis untuk melihat lebih banyak anak indonesia berprestasi,2,0.9533,17,0.0152,0.0155,0.9533,0.016,258,28
makan bergizi gratis penuhi gizi anak setiap hari demi wujudkan generasi emas indonesia yang hebat,2,0.6106,10,0.3116,0.0397,0.6106,0.0381,259,19
anak sehat dan cerdas adalah kunci masa depan bangsa mari penuhi gizi lewat makan bergizi gratis,1,0.8612,41,0.0438,0.8612,0.0503,0.0447,260,17
distribusi makan bergizi gratis di sekolah dikawal pemenuhan gizi pelajar jadi perhatian bersama bhabinkamtibmas kelurahan sunyaragi melaksanakan monitoring pendistribusian makanan bergizi gratis mbg dari sppg kesambi drajat yayasan kemala bhayangkari menuju smkn cirebon,1,0.6221,12,0.3443,0.6221,0.017,0.0165,261,24
kaya makanan mbg bergizi aja pak wkwkk lalu “dikasih makan gratis melahirkan generasi baru yg lebih baik” utopis sekali kalau mau cetak generasi yg lebih baik perbaiki kualitas pendidikan ratakan program sekolah gratis di indonesia bukan malah dipotong budget pendidikan,0,0.742,51,0.742,0.0869,0.0866,0.0844,262,23
begini jawaban nya adek adek saat di tanyakan apa manfaat dari makan bergizi gratis ternyata banyak yah bisa menabung dan menghemat uang jajan lanjutkan mbg,0,0.8649,28,0.8649,0.0449,0.0451,0.0451,263,21
program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,1,0.8873,34,0.037,0.8873,0.0373,0.0385,264,21
program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,3,0.9477,25,0.0173,0.0174,0.0176,0.9477,265,23
program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,3,0.9587,25,0.0134,0.0141,0.0138,0.9587,266,25
program makan bergizi gratis menjadi langkah nyata untuk membantu memenuhi kebutuhan gizi anakanak indonesia dengan asupan yang baik generasi muda memiliki kesempatan lebih besar untuk tumbuh sehat belajar optimal dan mengembangkan potensinya,1,0.9443,50,0.0183,0.9443,0.0185,0.0189,267,25
dukung program makan bergizi gratis di papua barat daya,1,0.5031,9,0.0156,0.5031,0.0156,0.4658,268,25
dukung bersama program makan bergizi gratis,0,0.5901,32,0.5901,0.3737,0.0183,0.018,269,28
dukung bersama program makan bergizi gratis,2,0.6641,36,0.2758,0.0304,0.6641,0.0297,270,24
kan emang bener presiden yang gila itu takut sama orang pinter makanya program dia makan bergizi gratis biar pemuda generasi berikutnya bodoh,3,0.9432,38,0.0186,0.0193,0.0189,0.9432,271,26
program makan bergizi gratis mbg hadir untuk mendukung generasi sehat dan mendorong pertumbuhan ekonomi,1,0.6823,29,0.0213,0.6823,0.2743,0.0222,272,26
program makan bergizi gratis mbg hadir untuk mendukung generasi sehat dan mendorong pertumbuhan ekonomi,2,0.9428,48,0.0187,0.019,0.9428,0.0195,273,27
program makan bergizi gratis mbg hadir untuk mendukung generasi sehat dan mendorong pertumbuhan ekonomi,0,0.6263,49,0.6263,0.0329,0.0331,0.3078,274,15
distribusi dan sosialisasi program makan bergizi gratis mbg untuk kelompok b terus diperluas kali ini giliran ibu hamil ibu menyusui dan balita di kelurahan sangkrah kota surakarta jawa tengah yang mendapatkan edukasi sekaligus manfaat program investasi terbaik bangsa,2,0.8996,48,0.0324,0.0342,0.8996,0.0339,275,24
dukung program makan bergizi gratis di papua barat daya,1,0.8845,51,0.0394,0.8845,0.0379,0.0382,276,27
dukung program makan bergizi gratis di papua barat daya,3,0.9396,9,0.0201,0.0205,0.0198,0.9396,277,24
investasi dalam program makan bergizi gratis mbg adalah langkah cerdas untuk menciptakan generasi sehat dan produktif mendukung masa depan bangsa yang lebih gemilang,3,0.9397,9,0.0201,0.0205,0.0198,0.9397,278,24
program makan bergizi gratis adalah langkah cerdas investasi untuk generasi mendatang mari kita dukung inisiatif ini demi masa depan yang lebih sehat dan berdaya saing,3,0.929,40,0.0248,0.023,0.0232,0.929,279,18
program makan bergizi gratis mbg bukan hanya investasi untuk meningkatkan kualitas gizi generasi penerus tetapi juga menjadi penggerak roda perekonomian,1,0.7337,51,0.0868,0.7337,0.0946,0.0849,280,10
anggaran program makan bergizi gratis mbg dipastikan mengalami pemangkasan sejalan dengan upaya perbaikan tata kelola yang diperintahkan presiden prabowo subianto badan gizi nasional bgn disebut telah memiliki angka final anggaran yang bakal dihemat…,1,0.4647,51,0.0834,0.4647,0.3629,0.089,281,8
jangan gampang kemakan isu hoax yang bilang makan bergizi gratis mbg itu cuma buangbuang anggaran faktanya program ini justru hadir langsung buat mencukupi gizi anakanak kita bikin mereka lebih fokus belajar di sekolah,0,0.9193,7,0.9193,0.027,0.0262,0.0275,282,21
menteri koordinator bidang pangan zulkifli hasan menegaskan bahwa pemerintah saat ini tengah memfokuskan pembenahan internal pada program makan bergizi gratis mbg langkah strategis tersebut diambil menyusul adanya perombakan pada jajaran pimpinan badan gizi nasional bgn,0,0.9193,7,0.9193,0.027,0.0262,0.0275,283,21
anggota komisi xiii dpr ri sugiat santoso menilai lembaga perlindungan saksi dan korban lpsk tidak seharusnya memberikan perlindungan kepada tersangka korupsi tanpa dasar yang kuat pernyataan itu disampaikan setelah kejaksaan agung menolak permohonan justice collaborator,0,0.9192,7,0.9192,0.027,0.0262,0.0275,284,21
apresiasi presiden ri jenderal tni purn h prabowo subianto terhadap pelaksanaan program makan bergizi gratis mbg,3,0.9367,51,0.0209,0.0211,0.0213,0.9367,285,30
program makan bergizi gratis mbg adalah program prioritas pemerintah dengan tujuan baik yaitu memperbaiki status gizi anak mengurangi stunting dan meningkatkan kualitas sumber daya manusia indonesia secara umum program ini sudah berjalan cukup masif per mei,1,0.9452,12,0.0181,0.9452,0.0184,0.0184,286,28
menutup first half of dengan bagi makan siang bergizi dan kopi gratis bareng komunitas remote worker workfriendscoffee untuk teman ojol dan umkm di jogja terima kasih jogja yang infrastruktur dan warganya begitu ramah untuk para pekerja remote semoga second half of,3,0.9341,52,0.023,0.0216,0.0213,0.9341,287,36
iyaa kita usahakan makan bergizi meski gak gratis ituh,1,0.6729,9,0.0212,0.6729,0.2841,0.0218,288,24
makan bergizi gratis,3,0.6225,33,0.029,0.3195,0.029,0.6225,289,14
dalam program makan bergizi gratis mbg efisiensi dilakukan dengan memperbaiki tata kelola distribusi dan pengadaan tanpa mengurangi standar kualitas maupun nilai gizi makanan yang diterima para penerima manfaat,3,0.5833,44,0.0369,0.0408,0.339,0.5833,290,23
program makan bergizi gratis mbg terus diperkuat agar manfaatnya semakin tepat sasaran,3,0.9552,51,0.0144,0.0152,0.0152,0.9552,291,26
efisiensi mbg gizi tetap terjaga efisiensi bukan berarti mengurangi kualitas dalam program makan bergizi gratis mbg porsi dan mutu makanan tetap menjadi prioritas agar kebutuhan gizi peserta didik tetap terpenuhi,2,0.6188,51,0.1283,0.1251,0.6188,0.1278,292,10
demi viral program bobrok malah dijadikan brand mbg makan bergizi gratis ❌ mbg makan banyak gess ✅ scig recehdivis,3,0.9479,38,0.0179,0.0171,0.017,0.9479,293,22
just out badan eksekutif mahasiswa universitas indonesia bersama aliansi mahasiswa menggelar aksi mimbar rakyat di car free day bundaran hi jakarta pada minggu juni mereka memanfaatkan keramaian hari ulang tahun ke jakarta untuk mengajak masyarakat berdialog,2,0.9214,26,0.0262,0.0266,0.9214,0.0258,294,21
tv korsel soroti program makan bergizi gratis yang berujung keracunan massal pengawasan lemah manajemen amburadul anggaran melayang,3,0.9514,35,0.0161,0.016,0.0164,0.9514,295,34
klarifikasi hoax fabricated content salah mk dan dpr resmi hentikan mbg beredar unggahan foto arsip dari akun facebook “cak min” pada jumat isinya berupa informasi tentang mk dan dpr resmi hentikan mbg cek fakta faktanya setelah di telusuri dan menelusuri,2,0.9214,26,0.0262,0.0266,0.9214,0.0258,296,21
makan bergizi gratis mbg itu sangat baik coba klo generasianak² kurang gizi kasihan pakgizi itu sama saja dg vitaminklo kurang vitamin atau gizi generasi kita mau jadi apa,1,0.7028,10,0.0173,0.7028,0.0177,0.2622,297,31
pengajuan ini dilakukan dalam perkara gugatan uji materiil undangundang anggaran pendapatan dan belanja negara apbn yang berkaitan dengan proyek makan bergizi gratis mbg,0,0.9708,3,0.9708,0.0097,0.0097,0.0098,298,33
oleh kejaksaan agung kejagung beliau ditahan atas dugaan kasus korupsi penyelewengan dana program makan bergizi gratis mbg yang seharusnya dialokasikan penuh untuk pemenuhan gizi masyarakat dan pengentasan stunting kasus penyalahgunaan wewenang ini tentu memicu kekecewaan,0,0.9321,32,0.9321,0.0232,0.022,0.0228,299,29
,0,0.9698,3,0.9698,0.0101,0.01,0.0101,300,36
program satu keluarga satu sarjana udah oke banget tp ada yg milih makan bergizi gratis,3,0.6598,51,0.6598,0.0396,0.2609,0.0396,301,12
dpr ri menyepakati jurus efisiensi program makan bergizi gratis mbg oleh bgn menghemat anggaran negara hingga rp triliun,1,0.9111,32,0.0299,0.9111,0.0287,0.0303,302,14
program makan bergizi gratis mbg dioptimalkan lewat efisiensi sistem demi menghemat anggaran negara tanpa mengurangi kualitas,0,0.8357,48,0.8357,0.0549,0.0522,0.0572,303,11
menurut gue ini adalah standar makan bergizi nasi ayam tahu tempe dan lalapan syukursyukur ada telur terlebih lagi syukursyukur kalau gratis,0,0.8842,46,0.8842,0.0373,0.0399,0.0386,304,13
dpr ri sepakati jurus efisiensi program makan bergizi gratis mbg dari badan gizi nasional berhasil menghemat anggaran negara hingga rp triliun langkah tepat sasaran,3,0.696,17,0.2735,0.0153,0.0152,0.696,305,27
motor listrik buat makan bergizi gratis nganggur di gudang cikarang kena kasus korupsi kejagung anak sekolah masih nunggu makanan ini udah guys,1,0.9497,9,0.0171,0.9497,0.0162,0.017,306,23
kepala badan komunikasi pemerintah mengumumkan perbaikan tata kelola program makan bergizi gratis mbg dengan memprioritaskan kelompok b ibu hamil menyusui balita amp wilayah t demi intervensi hulu penekanan angka stunting,3,0.9589,40,0.0134,0.014,0.0137,0.9589,307,27
gw ikut krn makan bergizi gratis,3,0.696,17,0.2735,0.0153,0.0152,0.696,308,27
tweet bgn menyiapkan empat langkah efisiensi dalam program makan bergizi gratis mbg dengan sejumlah penyesuaian anggaran diproyeksikan berpotensi menghemat apbn hingga sekitar rp triliun,1,0.9194,21,0.0263,0.9194,0.0279,0.0264,309,23
kolombia memiliki program yang mirip dengan makan bergizi gratis mbg bernama programa de alimentación escolar pae dan itu telah berjalan selama puluhan tahun,1,0.8377,34,0.0538,0.8377,0.0538,0.0546,310,11
just in luhut ungkap belanja mbg rp t belum banyak netes ke petani amp peternak ketua dewan ekonomi nasional luhut binsar pandjaitan menyampaikan bahwa potensi ekonomi program makan bergizi gratis yang diperkirakan lebih dari rp triliun per tahun belum sepenuhnya,2,0.8705,39,0.0429,0.0431,0.8705,0.0435,311,11
bongkar pemborosan program makan bergizi gratis mbg diprediksi hemat rp triliun lewat jurus hemat bgn demi anggaran lebih efektif bagi anakanak,1,0.7771,48,0.0216,0.7771,0.1796,0.0216,312,24
tumbuhkan ekonomi desa lewat mbg ini strategi jateng program makan bergizi gratis mbg di jawa tengah tidak hanya berfokus pada pemenuhan gizi masyarakat tetapi juga menjadi strategi untuk menggerakkan roda ekonomi desa,3,0.9509,11,0.0159,0.0169,0.0163,0.9509,313,22
pemerintah terus memperkuat program pembangunan yang menyentuh langsung kebutuhan masyarakat salah satu fokus utama adalah pembenahan pelaksanaan makan bergizi gratis mbg agar berjalan lebih efektif tepat sasaran dan memberikan manfaat maksimal bagi penerima,1,0.9455,45,0.0189,0.9455,0.0175,0.0181,314,26
pemerintah siapkan skema khusus mbg untuk wilayah t pemerintah terus memperluas pelaksanaan program makan bergizi gratis mbg agar menjangkau seluruh anak indonesia termasuk di wilayah terdepan terluar dan tertinggal t,1,0.9383,8,0.0197,0.9383,0.0217,0.0204,315,27
pemerintah sedang menyiapkan skema khusus program makan bergizi gratis mbg untuk wilayah t langkah ini diambil agar layanan pemenuhan gizi dapat menjangkau masyarakat di daerah dengan karakteristik geografis dan kepadatan penduduk yang berbeda dari wilayah perkotaan,0,0.9471,30,0.9471,0.0173,0.0173,0.0183,316,27
strategi jateng dalam program makan bergizi gratis adalah memperkuat sektor hulu ke hilir bumdes didorong tidak hanya jadi pemasok bahan baku tapi juga pengelola sppg agar nilai tambah perputaran ekonomi langsung dirasakan masyarakat desa,1,0.6897,11,0.0215,0.6897,0.268,0.0209,317,27
langkah tegas diambil presiden dengan merombak manajemen makan bergizi gratis bersama menko pangan pemerintah memperkuat peran koperasi desa merah putih sebagai jalur utama distribusi pangan yang aman bagi masyarakat luas,1,0.9408,33,0.0194,0.9408,0.0199,0.0198,318,28
kebijakan makan bergizi gratis kini difokuskan kembali untuk kelompok b dan wilayah t pendekatan khusus ini diambil karena karakteristik kepadatan penduduk yang berbeda guna memastikan seluruh masyarakat mendapatkan hak gizi seimbang,2,0.6107,10,0.3115,0.0397,0.6107,0.0381,319,19
pemerintah menyiapkan skema makan bergizi gratis mbg khusus untuk wilayah terdepan terluar tertinggal t guna memastikan pemenuhan gizi yang merata dan menjangkau masyarakat pelosok,2,0.9317,48,0.023,0.0222,0.9317,0.0231,320,20
warga jateng harus tau nih ekonomi desa bisa tumbuhan melalui ekosistem makan bergizi gratis,3,0.7376,49,0.0861,0.0892,0.0871,0.7376,321,8
ekonomi desa bergerak lewat ekosistem makan bergizi gratis mbg strategi pemprov jateng dorong bumdes dan kdmp serap hasil panen petani peternak hingga nelayan lokal rantai pasok aman perputaran ekonomi mandiri masyarakat pun makin sejahtera,3,0.7374,49,0.0861,0.0893,0.0871,0.7374,322,8
jawa tengah optimalkan bumdes dalam ekosistem makan bergizi gratis mbg untuk dongkrak ekonomi desa dan serap hasil pangan lokal,3,0.8447,27,0.0506,0.0531,0.0516,0.8447,323,11
geografi boleh berbeda tapi hak gizi anak bangsa tetap sama pemerintah siapkan skema khusus makan bergizi gratis mbg untuk wilayah t agar distribusi lebih efektif dan tepat sasaran jarak bukan halangan demi generasi sehat,0,0.9438,42,0.9438,0.0198,0.018,0.0185,324,26
pemerintah siapkan skema khusus makan bergizi gratis mbg untuk pastikan pemenuhan gizi masyarakat di wilayah t dapat terjangkau secara merata dan efektif,1,0.5989,24,0.2703,0.5989,0.0163,0.1146,325,27
efisiensi program makan bergizi gratis mbg oleh bgn terus didukung demi memastikan gizi anak bangsa terpenuhi secara merata dan tepat sasaran,3,0.9033,30,0.0322,0.0323,0.0322,0.9033,326,24
program makan bergizi gratis bukan cuma soal gizi anak sekolah tapi juga tentang menghidupkan ekonomi petani lokal senang sekali mendengar petani di ntt bisa tersenyum lebar karena hasil panen buncis mereka terserap optimal mari terus dukung produk lokal ✊,0,0.8878,44,0.8878,0.0379,0.0365,0.0378,327,17
dpr menyetujui empat langkah efisiensi bgn dalam pelaksanaan program makan bergizi gratis untuk mendukung tata kelola dan efektivitas program,1,0.8467,51,0.0507,0.8467,0.0512,0.0514,328,8
mbg makan bergizi gratis,1,0.8467,51,0.0507,0.8467,0.0512,0.0514,329,8
mbg makan bergizi gratis,1,0.8662,25,0.0438,0.8662,0.0459,0.0441,330,12
pemerintah makin serius benahi program makan bergizi gratis targetnya ribu koperasi desa merah putih bakal siap dukung distribusi makanan sehat ini di akhir semoga makin lancar dan tepat sasaran,3,0.9128,51,0.029,0.0289,0.0293,0.9128,331,16
biar semua anak di pelosok dapat gizi seimbang pemerintah siapin skema khusus makan bergizi gratis mbg buat wilayah t mantap banget keadilan gizi memang harus merata sampai ke ujung indonesia ✨,2,0.8454,51,0.052,0.0521,0.8454,0.0505,332,11
langkah keren dari pemprov jateng mengoptimalkan peran bumdes dan kdmp dalam rantai pasok makan bergizi gratis mbg terbukti bisa menggerakkan ekonomi desa dari hulu ke hilir petani peternak dan nelayan lokal jadi makin berdaya,1,0.9341,12,0.0221,0.9341,0.0218,0.022,333,23
program makan bergizi gratis terus disempurnakan pemerintah kini menyiapkan skema khusus bagi wilayah t karena tantangan di daerah terpencil tentu berbeda dengan wilayah perkotaan kebijakan yang adaptif akan membuat manfaat mbg lebih tepat sasaran,3,0.9389,6,0.0203,0.0203,0.0206,0.9389,334,27
pemerintah menyiapkan skema khusus makan bergizi gratis mbg untuk wilayah t demi menjangkau daerah dengan geografis menantang kebijakan ini diprioritaskan bagi kelompok b serta warga pelosok guna memastikan pemerataan pemenuhan gizi secara efektif dan tepat sasaran,1,0.6896,51,0.2859,0.6896,0.0121,0.0123,335,28
den program makan bergizi gratis harus jadi penggerak ekonomi inklusif dan perkuat rantai pasok nasional,2,0.5131,35,0.0212,0.0211,0.5131,0.4446,336,29
pemprov jateng mendorong optimalisasi peran bumdes dan kdmp dalam menjaga rantai pasok program makan bergizi gratis mbg mulai dari menyerap hasil tani ternak dan nelayan hingga mengelola sppg demi memberikan nilai tambah langsung bagi masyarakat desa dari hulu ke hilir,3,0.9436,35,0.0185,0.019,0.0189,0.9436,337,31
pemerintah menyiapkan skema khusus makan bergizi gratis mbg untuk wilayah t demi mengatasi tantangan logistik dan memastikan distribusi pangan sehat merata ke pelosok negeri,2,0.594,51,0.0537,0.052,0.594,0.3003,338,11
crowdednya transum rupiah kemaren menandakan kalo kita lebih butuh pembangunan infrastruktur yang memadai dan menyentuh segala lapisan masyarakat bukan makan bergizi gratis,0,0.7304,47,0.7304,0.0834,0.0942,0.092,339,13
program makan bergizi gratis mbg terus diperluas untuk menjangkau lebih banyak siswa di berbagai daerah memastikan kebutuhan gizi anak terpenuhi sejak dini,3,0.9512,35,0.0163,0.0159,0.0166,0.9512,340,32
senyum bahagia para siswa saat menyantap menu makan bergizi gratis menjadi motivasi utama bagi para pelaksana di lapangan,1,0.8117,22,0.0163,0.8117,0.0163,0.1557,341,27
program makan bergizi gratis bukan sekadar bantuan makanan melainkan upaya membentuk generasi masa depan yang sehat,1,0.8426,31,0.1176,0.8426,0.0198,0.02,342,21
program makan bergizi gratis menciptakan lapangan kerja baru bagi warga lokal yang terlibat dalam dapur umum sekolah,1,0.765,31,0.192,0.765,0.021,0.022,343,21
pemerintah fokus melakukan pembenahan terhadap tata kelola pelaksanaan program makan bergizi gratis dan sebanyak ribu koperasi desa merah putih bisa beroperasi di akhir tahun pelaksanaan mbg dilakukan evaluasi menyeluruh untuk mewujudkan program mbg yg semakin baik,1,0.3915,23,0.2065,0.3915,0.0239,0.3781,344,19
ada kebahagiaan yang tak tergambarkan ketika melihat anak anak sangat antusias dan bersemangat dengan adanya program makan bergizi gratis anak anak yang tumbuh sehat kuat dan cerdas adalah harapan terwujudnya masa depan sekaligus indonesia emas,0,0.9489,23,0.9489,0.0165,0.0173,0.0173,345,23
sayuran pakcoy merupakan salah satu komponen sayuran hijau yang secara rutin diserap langsung dari petani lokal untuk kebutuhan menu program makan bergizi gratis mbg,3,0.7659,22,0.0279,0.1791,0.0271,0.7659,346,28
beda wilayah beda strategi pemerintah bakal terapkan skema khusus makan bergizi gratis mbg untuk wilayah t langkah ini diambil agar program tetap efektif dan tepat sasaran menjangkau masyarakat di daerah dengan tantangan geografis khusus,0,0.7109,45,0.7109,0.0331,0.0337,0.2223,347,16
anak anak sekolah sebagai penerima manfaat program makan bergizi gratis mengucapkan rasa terimakasih kepada bapak presiden prabowo sebagai penggagas program ini,0,0.9433,19,0.9433,0.0198,0.0182,0.0187,348,28
gubernur jateng ahmad luthfi siap dongkrak ekonomi desa lewat ekosistem makan bergizi gratis mbg ​melalui optimalisasi bumdes amp kdmp rantai pasok pangan dari petani peternak hingga nelayan akan dikelola langsung oleh desa demi berikan nilai tambah bagi masyarakat,0,0.9281,19,0.9281,0.0239,0.024,0.024,349,27
there is no such thing as a free lunch except mbg makan bergizi gratis,1,0.6186,51,0.1284,0.6186,0.1251,0.1279,350,7
senang sekali mendengarnya semoga program makan bergizi gratis mbg ini selalu membawa manfaat keceriaan dan pemenuhan gizi yang baik untuk mendukung tumbuh kembang serta semangat belajar anakanak,3,0.6026,21,0.0121,0.0127,0.3727,0.6026,351,32
memang benar program makan bergizi gratis mbg yang digagas oleh presiden prabowo subianto memberikan dampak ekonomi yang sangat nyata bagi petani lokal,0,0.9668,1,0.9668,0.0111,0.011,0.0111,352,31
pemerintah fokus membenahi program makan bergizi gratis mbg lewat evaluasi total dan tindakan tegas terhadap pelanggaran untuk mendukung distribusi program ini menko pangan zulkifli hasan menargetkan ribu koperasi desa merah putih beroperasi pada akhir,3,0.9001,51,0.0335,0.0322,0.0342,0.9001,353,35
dampak program makan bergizi gratis mbg tidak hanya dirasakan siswa ibu hamil ibu menyusui dan balita tetapi juga para pekerja dapur yang terlibat langsung dalam operasional sppg,0,0.964,3,0.964,0.012,0.0119,0.012,354,31
dampak program makan bergizi gratis mbg tidak hanya dirasakan siswa ibu hamil ibu menyusui dan balita tetapi juga para pekerja dapur yang terlibat langsung dalam operasional sppg,3,0.8889,48,0.0368,0.0366,0.0377,0.8889,355,22
dalam aksi stop mbg di gedung badan gizi nasional pada oktober yang lalu ririn sefsani dari suara ibu indonesia menyatakan pengelolaan makanan bergizi untuk anak seharusnya berangkat dari pengetahuan lokal dan melibatkan keluarga komunitas serta sekolah bukan militer,0,0.962,1,0.962,0.0127,0.0126,0.0127,356,29
kepala staf kepresidenan ksp dudung abdurachman menyatakan pemerintah terbuka berdialog dengan pihak yang menolak program makan bergizi gratis mbg untuk menampung berbagai masukan terkait pelaksanaannya,1,0.8438,22,0.0521,0.8438,0.0512,0.0528,357,14
purbaya anggaran mbg akan dipangkas signifikan menteri keuangan menkeu purbaya yudhi sadewa memberi sinyal bahwa anggaran untuk program unggulan makan bergizi gratis mbg akan mengalami pemangkasan yang cukup signifikan meski demikian ia memastikan efisiensi,1,0.9417,38,0.02,0.9417,0.0191,0.0193,358,24
makan bergizi gratis di papua bukan sekedar program,0,0.9685,3,0.9685,0.0105,0.0105,0.0105,359,33
anggaran makan bergizi gratis akan dipangkas dibawah rp triliun,1,0.9463,16,0.0174,0.9463,0.0183,0.0181,360,25
makan bergizi gratis generasi berkualitas tinggi,2,0.7796,16,0.0337,0.1538,0.7796,0.0329,361,20
dukung bersama program makan bergizi gratis,0,0.9416,1,0.9416,0.0195,0.0194,0.0195,362,21
dukung bersama program makan bergizi gratis,0,0.94,24,0.94,0.0197,0.0203,0.02,363,27
komitmen evaluasi program makan bergizi gratis menjadi langkah strategis untuk memastikan setiap rupiah apbn semakin tepat sasaran meningkatkan kualitas pelayanan dan memperkuat dampak gizi,0,0.9684,1,0.9684,0.0105,0.0105,0.0106,364,31
komitmen evaluasi program makan bergizi gratis menjadi langkah strategis untuk memastikan setiap rupiah apbn semakin tepat sasaran meningkatkan kualitas pelayanan dan memperkuat dampak gizi,2,0.8486,46,0.1103,0.0208,0.8486,0.0203,365,24
komitmen evaluasi program makan bergizi gratis menjadi langkah strategis untuk memastikan setiap rupiah apbn semakin tepat sasaran meningkatkan kualitas pelayanan dan memperkuat dampak gizi,3,0.6776,52,0.2893,0.0161,0.0169,0.6776,366,27
kabar baik dari jayapura program makan bergizi gratis bawa dampak nyata kabar baik datang dari jayapura papua program makan bergizi gratis mbg terbukti membawa dampak nyata bagi kesehatan masyarakat,0,0.538,24,0.538,0.032,0.3998,0.0301,367,18
kabar baik dari jayapura program makan bergizi gratis bawa dampak nyata kabar baik datang dari jayapura papua program makan bergizi gratis mbg terbukti membawa dampak nyata bagi kesehatan masyarakat,0,0.9224,26,0.9224,0.0252,0.026,0.0263,368,26
hemat rp t dpr amp bgn pastikan kualitas makan bergizi gratis gak berkurang setuju dgn efisiensi ini komen di bawah,1,0.7384,51,0.0862,0.7384,0.0885,0.087,369,10
suatu program licik yg di desain ada proyekpake apbnbisa disunat dananya utk modal mengeruk apbn dg mudah biar keliatan pro rakyat dan bertujuan mulia berkedok makan bergizi gratis pdhl yg ditrima anak tinggal seuprit,0,0.9198,25,0.9198,0.0264,0.0275,0.0264,370,21
